1,5,true,false,F
1,43,false,false,T
2,48,false,false,T
3,1,flase,true,F
3,1,"true false",true,F
3,1,true\n,true,F
3,12,false,true,F
3,34,true,true,T
4,1,"true false",true,F
4,4,false,true,F
4,44,true,true,T
5,1,"",true,F
5,12,false,true,F
5,36,true,true,T
6,1,"",true,F
6,12,false,true,F
6,36,true,true,T
7,1,3,0,F
7,6,-1,0,F
7,40,0,0,T
8,48,6,6,T
9,1,ture,true,F
9,12,false,true,F
9,36,true,true,T
10,5,false,true,F
10,44,true,true,T
11,17,false,true,F
11,32,true,true,T
12,1,"",true,F
12,9,false,true,F
12,40,true,true,T
13,1,"3 4","3 5",F
13,1,"3 5+","3 5",F
13,3,"2 5","3 5",F
13,4,"3 6","3 5",F
13,12,"2 6","3 5",F
13,27,"3 5","3 5",T
14,1,"2 5","3 5",F
14,1,"no clue","3 5",F
14,2,"3 4","3 5",F
14,44,"3 5","3 5",T
15,1,"true 0","true 1",F
15,3,true,"true 1",F
15,5,"false 0","true 1",F
15,6,false,"true 1",F
15,8,"false 1","true 1",F
15,26,"true 1","true 1",T
16,1,"false 1","true 1",F
16,1,"true 0","true 1",F
16,2,true,"true 1",F
16,45,"true 1","true 1",T
17,1,"false 2","false 1",F
17,3,"true 2","false 1",F
17,4,true,"false 1",F
17,5,false,"false 1",F
17,12,"true 1","false 1",F
17,25,"false 1","false 1",T
18,1,"false 2","false 1",F
18,1,"flase 1","false 1",F
18,2,true,"false 1",F
18,3,false,"false 1",F
18,4,1,"false 1",F
18,39,"false 1","false 1",T
19,1,"2 -1","3 1",F
19,1,"2 0","3 1",F
19,1,"2 2","3 1",F
19,16,"2 1","3 1",F
19,29,"3 1","3 1",T
20,1,"4 1","6 -1",F
20,1,"5 - 1","6 -1",F
20,1,"6 1","6 -1",F
20,2,"5 0","6 -1",F
20,2,"6 0","6 -1",F
20,2,"6 5","6 -1",F
20,3,"5 -1","6 -1",F
20,36,"6 -1","6 -1",T
21,1,"false 0","true 1",F
21,1,"false 2","true 1",F
21,5,true,"true 1",F
21,5,"true 2","true 1",F
21,37,"true 1","true 1",T
22,1,"true 2","true 1",F
22,7,true,"true 1",F
22,41,"true 1","true 1",T
23,1,"1 5","1 4",F
23,1,"4 2","1 4",F
23,1,"4 3","1 4",F
23,3,"2 5","1 4",F
23,16,"2 4","1 4",F
23,27,"1 4","1 4",T
24,1,2,"5 3",F
24,1,"2 3","5 3",F
24,1,"5 1-v2","5 3",F
24,1,"6 2","5 3",F
24,1,"6 3","5 3",F
24,2,"5 4","5 3",F
24,2,"5 6","5 3",F
24,2,"5, 3","5 3",F
24,39,"5 3","5 3",T
25,1,"3 5",5,F
25,47,5,5,T
26,48,5,5,T
27,49,4,4,T
28,49,6,6,T
29,1,4,5,F
29,1,5.00000000,5,T
29,12,5.0,5,T
29,35,5,5,T
30,1,0,9,F
30,1,8,9,F
30,1,9.00000000,9,T
30,14,9.0,9,T
30,32,9,9,T
31,2,9,7,F
31,7,5,7,F
31,11,3,7,F
31,28,7,7,T
32,1,11,9,F
32,4,7,9,F
32,7,5,9,F
32,36,9,9,T
33,1,5,6,F
33,1,"6 7 8 9 10",6,F
33,1,"7 9",6,F
33,1,"9 1",6,F
33,2,11,6,F
33,4,9,6,F
33,17,10,6,F
33,22,6,6,T
34,1,10,6,F
34,1,4,6,F
34,1,5,6,F
34,1,"6 1",6,F
34,1,"6 7 8 9 10",6,F
34,44,6,6,T
35,1,"no output","2 2",F
35,7,"2 1","2 2",F
35,8,"1 2","2 2",F
35,33,"2 2","2 2",T
36,1,"5 2","5 5",F
36,1,"no output","5 5",F
36,4,"2 5","5 5",F
36,43,"5 5","5 5",T
37,1,366,62,F
37,10,62,62,T
37,37,126,62,F
38,1,-256,126,F
38,1,125,126,F
38,3,254,126,F
38,43,126,126,T
39,1,14,11,F
39,1,"3, 7",11,F
39,1,6,11,F
39,1,7,11,F
39,1,error,11,F
39,1,"mult not defined",11,F
39,1,null,11,F
39,1,"syntax error?",11,F
39,4,11,11,T
39,38,21,11,F
40,1,6,9,F
40,1,9.0,9,T
40,2,15,9,F
40,3,21,9,F
40,42,9,9,T
41,1,10,21,F
41,1,14,21,F
41,1,33,21,F
41,1,unknown,21,F
41,45,21,21,T
42,1,10,21,F
42,1,36,21,F
42,47,21,21,T
43,1,"%s abcdef",def,F
43,1,24,def,F
43,1,abcdef3,def,F
43,1,abcdefabcdefabcdef,def,F
43,1,abdcdef3,def,F
43,1,dbcdef,def,F
43,1,defghi,def,F
43,1,ef,def,F
43,1,error,def,F
43,1,null,def,F
43,2,9,def,F
43,2,abcdei,def,F
43,2,cdefgh,def,F
43,5,abcdef,def,F
43,5,d,def,F
43,22,def,def,T
44,1,0x00000002,cdef,F
44,1,1,cdef,F
44,1,2,cdef,F
44,1,b,cdef,F
44,1,bcdef,cdef,F
44,1,"not sure",cdef,F
44,3,ab,cdef,F
44,4,abcdef,cdef,F
44,15,c,cdef,F
44,20,cdef,cdef,T
45,1,1,2,F
45,1,19,2,F
45,1,22,2,F
45,1,"5, 3, 8, 6",2,F
45,1,7,2,F
45,1,na,2,F
45,1,"{5, 3, 8, 6}",2,F
45,2,"5 3 8 6",2,F
45,4,5,2,F
45,37,2,2,T
46,1,&v1[1],1,F
46,3,3,1,F
46,45,1,1,T
47,1,"1 4 7 2 3",3,F
47,1,19,3,F
47,1,"6 10 5 6",3,F
47,1,?,3,F
47,1,"v1 + 1",3,F
47,1,"{7,10,5,6}",3,F
47,2,2,3,F
47,2,7,3,F
47,3,"7 10 5 6",3,F
47,6,9,3,F
47,30,3,3,T
48,1,1,4,F
48,1,null,4,F
48,2,0,4,F
48,8,2,4,F
48,12,9,4,F
48,25,4,4,T
49,1,3,1,F
49,5,0,1,F
49,5,4,1,F
49,37,1,1,T
50,48,1,1,T
51,1,2butnestedternariesarepainincarnate,2,F
51,1,3,2,F
51,1,6,2,F
51,1,true,2,F
51,2,1,2,F
51,3,0,2,F
51,4,4,2,F
51,36,2,2,T
52,1,1,2,F
52,1,4,2,F
52,47,2,2,T
53,1,4,1,F
53,1,false,1,F
53,3,2,1,F
53,3,3,1,F
53,4,0,1,F
53,37,1,1,T
54,49,1,1,T
55,5,false,true,F
55,43,true,true,T
56,2,false,true,F
56,46,true,true,T
57,2,true,false,F
57,48,false,false,T
58,1,true,false,F
58,48,false,false,T
59,2,false,true,F
59,47,true,true,T
60,2,false,true,F
60,47,true,true,T
61,1,"","2 1",F
61,1,"""1,2""","2 1",F
61,1,1,"2 1",F
61,1,"1 2 1 2","2 1",F
61,1,"1,2 1,2","2 1",F
61,1,"2 1 guessing","2 1",F
61,1,"? 1","2 1",F
61,1,"syntax error","2 1",F
61,2,"2 2","2 1",F
61,7,"1 1","2 1",F
61,9,"1 2","2 1",F
61,23,"2 1","2 1",T
62,1,"1 2","2 1",F
62,1,"2.0 1.0","2 1",F
62,46,"2 1","2 1",T
63,1,"","7 7",F
63,1,"3 3","7 7",F
63,1,"3 4 6","7 7",F
63,1,"3 6","7 7",F
63,1,"4 24","7 7",F
63,1,42,"7 7",F
63,1,"6 6","7 7",F
63,1,"6 7","7 7",F
63,1,7,"7 7",F
63,1,"7 (6,7)","7 7",F
63,1,"7 13","7 7",F
63,1,"7 3","7 7",F
63,1,"7 ?","7 7",F
63,1,"syntax error","7 7",F
63,2,"3 4","7 7",F
63,2,"3 6 4","7 7",F
63,2,"3 7","7 7",F
63,2,"7 1","7 7",F
63,2,"8 8","7 7",F
63,3,"4 6","7 7",F
63,22,"7 7","7 7",T
64,1,4,"7 7",F
64,1,"5 6","7 7",F
64,1,"6 1","7 7",F
64,1,"7 1","7 7",F
64,1,"7 6","7 7",F
64,12,"6 7","7 7",F
64,32,"7 7","7 7",T
65,1,"2 24","8 8",F
65,1,"3 10","8 8",F
65,1,"3 24","8 8",F
65,1,"3 4","8 8",F
65,1,"3 8","8 8",F
65,1,4,"8 8",F
65,1,"4 8","8 8",F
65,1,"6 5","8 8",F
65,1,8,"8 8",F
65,1,"8 (4,8)","8 8",F
65,1,"8 12","8 8",F
65,1,"8 4 8","8 8",F
65,1,"8 48","8 8",F
65,2,"3 4,6","8 8",F
65,2,"7 7","8 8",F
65,2,"8 1","8 8",F
65,3,"3 4 6","8 8",F
65,3,"3 6","8 8",F
65,24,"8 8","8 8",T
66,1,"6 6","8 8",F
66,2,"8 1","8 8",F
66,2,"8 4","8 8",F
66,20,"4 8","8 8",F
66,24,"8 8","8 8",T
67,1,"""abcdef""",abcdefabcdef,F
67,1,0x000000001,abcdefabcdef,F
67,1,a,abcdefabcdef,F
67,1,"abcdef abcdef",abcdefabcdef,F
67,2,m1,abcdefabcdef,F
67,10,abcdefabcdef,abcdefabcdef,T
67,32,abcdef,abcdefabcdef,F
68,1,0x00000001,abcdefabcdef,F
68,1,6,abcdefabcdef,F
68,1,^,abcdefabcdef,F
68,1,abcdefasbcdef,abcdefabcdef,F
68,1,abcefabcdef,abcdefabcdef,F
68,1,error,abcdefabcdef,F
68,4,"abcdef abcdef",abcdefabcdef,F
68,12,abcdefabcdef,abcdefabcdef,T
68,25,abcdef,abcdefabcdef,F
69,1,"1 0","4 5",F
69,1,"1 4","4 5",F
69,1,"4 12","4 5",F
69,1,"4 2","4 5",F
69,2,"3 1","4 5",F
69,2,"4 8","4 5",F
69,3,"1 5","4 5",F
69,14,"4 1","4 5",F
69,24,"4 5","4 5",T
70,50,"4 5","4 5",T
71,10,"2 1","2 1",T
71,39,"1 2","2 1",F
72,49,"2 1","2 1",T
73,1,flase,true,F
73,16,false,true,F
73,31,true,true,T
74,48,true,true,T
75,1,"true false",false,F
75,18,false,false,T
75,30,true,false,F
76,5,true,false,F
76,44,false,false,T
77,1,"2 7","3 9",F
77,1,"2, 7","3 9",F
77,1,"8 0","3 9",F
77,7,"1 8","3 9",F
77,11,"3 6","3 9",F
77,13,"0 9","3 9",F
77,16,"3 9","3 9",T
78,1,0,"4 7",F
78,1,"4 3","4 7",F
78,1,"7 5","4 7",F
78,1,"infinite loop","4 7",F
78,3,"1 6","4 7",F
78,7,"0 7","4 7",F
78,35,"4 7","4 7",T
79,1,"2 6","4 10",F
79,2,"2 5","4 10",F
79,5,"1 5","4 10",F
79,12,"2 10","4 10",F
79,13,"4 10","4 10",T
79,15,"4 12","4 10",F
80,1,"3 5","6 8",F
80,1,"5 8","6 8",F
80,1,"8 16","6 8",F
80,2,"2 4","6 8",F
80,10,"4 8","6 8",F
80,33,"6 8","6 8",T
81,1,0,"1 6",F
81,1,"0 6","1 6",F
81,1,"1 2","1 6",F
81,1,"5 6","1 6",F
81,1,"7 5","1 6",F
81,1,"7 6","1 6",F
81,2,"2 5","1 6",F
81,6,"1 6","1 6",T
81,10,"2 6","1 6",F
81,25,"1 5","1 6",F
82,1,"1 7","2 7",F
82,2,"2 6","2 7",F
82,46,"2 7","2 7",T
83,1,1,"5 5 2",F
83,1,"infinite loop?","5 5 2",F
83,2,"4 5 0","5 5 2",F
83,2,"4 5 1","5 5 2",F
83,2,"5 5 1","5 5 2",F
83,3,"3 5 2","5 5 2",F
83,3,"6 5 2","5 5 2",F
83,4,"3 5 0","5 5 2",F
83,6,"3 5 1","5 5 2",F
83,25,"5 5 2","5 5 2",T
84,1,"1 11 0","11 11 10",F
84,1,"1 11 10","11 11 10",F
84,1,10,"11 11 10",F
84,1,"11 11 1","11 11 10",F
84,1,"11 11 55","11 11 10",F
84,1,"2 22 0","11 11 10",F
84,2,"2 11 1","11 11 10",F
84,3,"11 11 11","11 11 10",F
84,13,"2 11 0","11 11 10",F
84,25,"11 11 10","11 11 10",T
85,1,"0 3","2 0",F
85,1,1,"2 0",F
85,1,"1 0","2 0",F
85,1,"1 2","2 0",F
85,1,"1 3","2 0",F
85,1,"1 4","2 0",F
85,1,"2 1","2 0",F
85,1,"2 3","2 0",F
85,1,"3 5","2 0",F
85,1,"4 3","2 0",F
85,1,"4 5","2 0",F
85,1,"my brain segfaulted reading this","2 0",F
85,1,"no clue","2 0",F
85,1,"null 0","2 0",F
85,1,"null 2","2 0",F
85,2,"0 2","2 0",F
85,3,"3 0","2 0",F
85,3,"3 2","2 0",F
85,25,"2 0","2 0",T
86,1,"-1 -5","4 0",F
86,1,"0 4","4 0",F
86,1,1,"4 0",F
86,1,"1 2","4 0",F
86,1,12,"4 0",F
86,1,"2 4","4 0",F
86,1,4,"4 0",F
86,1,"4 1","4 0",F
86,1,"4 3","4 0",F
86,1,"4 4","4 0",F
86,1,"5 0","4 0",F
86,1,"5 5","4 0",F
86,1,"6 4","4 0",F
86,1,"6 5","4 0",F
86,2,"1 0","4 0",F
86,32,"4 0","4 0",T
87,1,"0 5",4,F
87,1,100,4,F
87,1,12,4,F
87,1,6,4,F
87,3,0,4,F
87,3,10,4,F
87,4,8,4,F
87,15,5,4,F
87,20,4,4,T
88,1,0,1,F
88,1,"0 5",1,F
88,1,12,1,F
88,1,"15 2",1,F
88,1,16,1,F
88,1,2,1,F
88,1,50,1,F
88,2,4,1,F
88,3,10,1,F
88,4,6,1,F
88,5,8,1,F
88,11,5,1,F
88,18,1,1,T
89,1,"""5""",2,F
89,1,"2 6",2,F
89,1,3,2,F
89,1,"5 3",2,F
89,1,"5 7",2,F
89,1,?,2,F
89,2,4,2,F
89,2,5,2,F
89,3,9,2,F
89,6,6,2,F
89,7,7,2,F
89,24,2,2,T
90,1,1,4,F
90,1,3,4,F
90,1,"4 5",4,F
90,1,7,4,F
90,1,9,4,F
90,2,5,4,F
90,2,8,4,F
90,3,6,4,F
90,37,4,4,T
91,1,"e justrememberedhowthisworksyay",e,F
91,1,error,e,F
91,1,segfault,e,F
91,1,w,e,F
91,2,q,e,F
91,2,qwe,e,F
91,2,qwertqwert,e,F
91,5,qwert,e,F
91,6,2,e,F
91,27,e,e,T
92,1,zxcv,b,F
92,2,v,b,F
92,3,z,b,F
92,6,zxcvb,b,F
92,36,b,b,T
93,1,0,v,F
93,1,3[zxcvb],v,F
93,1,3zxcvb,v,F
93,1,"can't dereference non-pointer",v,F
93,1,zxcvb,v,F
93,2,z,v,F
93,2,zxcvbzxcvbzxcvb,v,F
93,3,"",v,F
93,8,c,v,F
93,9,3,v,F
93,20,v,v,T
94,1,"",d,F
94,1,as,d,F
94,1,asdfg,d,F
94,1,asdfg[2],d,F
94,2,s,d,F
94,3,2,d,F
94,3,asdfg2,d,F
94,4,a,d,F
94,33,d,d,T
95,1,0,s,F
95,1,2,s,F
95,1,24,s,F
95,1,4qazwsx,s,F
95,1,a,s,F
95,1,"dereferencing a non-pointer",s,F
95,1,error,s,F
95,1,null,s,F
95,1,q,s,F
95,1,qazw,s,F
95,1,segfault,s,F
95,1,ss,s,F
95,1,zwsx,s,F
95,2,"",s,F
95,3,w,s,F
95,4,4,s,F
95,28,s,s,T
96,1,100,e,F
96,1,4,e,F
96,1,abcd,e,F
96,1,ef,e,F
96,4,d,e,F
96,41,e,e,T
97,1,1,2,F
97,2,3,2,F
97,45,2,2,T
98,1,"""2'",2,F
98,2,1,2,F
98,46,2,2,T
99,4,3,1,F
99,45,1,1,T
100,49,1,1,T
101,50,0,0,T
102,49,0,0,T
103,1,"",h,F
103,1,313034,h,F
103,1,7,h,F
103,1,;,h,F
103,1,asciisomethingpart2,h,F
103,1,c,h,F
103,1,error,h,F
103,1,m,h,F
103,1,n,h,F
103,1,x,h,F
103,2,e,h,F
103,3,i,h,F
103,4,1,h,F
103,7,a,h,F
103,7,h,h,T
103,15,104,h,F
104,1,"%c g",g,F
104,47,g,g,T
105,6,013,11,F
105,7,11,11,T
105,36,13,11,F
106,1,"",23,F
106,1,0,23,F
106,1,"23 in alphabet form",23,F
106,1,somethingsomethingasciisomething,23,F
106,1,w,23,F
106,1,"what ver character is the 23 lower case",23,F
106,3,2,23,F
106,41,23,23,T
107,1,"",0,F
107,1,00000000,0,T
107,1,100,0,F
107,1,12,0,F
107,1,150,0,F
107,1,"208 13",0,F
107,1,20813,0,F
107,1,213,0,F
107,1,"it's binary ""and"", but i can't do it in my head",0,F
107,1,nan,0,F
107,2,13,0,F
107,3,221,0,F
107,4,1,0,F
107,8,208,0,F
107,22,0,0,T
108,1,00000000,0,T
108,1,0x0d,0,F
108,1,208,0,F
108,1,221,0,F
108,1,2913,0,F
108,1,a,0,F
108,1,null,0,F
108,2,"",0,F
108,2,0xd0,0,F
108,2,0xdd,0,F
108,2,1,0,F
108,34,0,0,T
109,1,"%d 3",3,F
109,7,2,3,F
109,7,4,3,F
109,33,3,3,T
110,1,0,3,F
110,4,4,3,F
110,5,2,3,F
110,38,3,3,T
111,1,"4 2","5 3",F
111,1,"5 1","5 3",F
111,1,"5 1 6 2","5 3",F
111,1,"5 1\n6 2","5 3",F
111,2,"1 5","5 3",F
111,2,"6 2","5 3",F
111,4,"3 5","5 3",F
111,4,"3 7","5 3",F
111,8,"7 3","5 3",F
111,25,"5 3","5 3",T
112,1,"2 8","8 3",F
112,1,"7 1","8 3",F
112,1,"7 3","8 3",F
112,1,"8 1","8 3",F
112,1,"8 1 9 2","8 3",F
112,1,"8 4","8 3",F
112,1,9,"8 3",F
112,3,"8 2","8 3",F
112,3,"9 3","8 3",F
112,5,"3 8","8 3",F
112,31,"8 3","8 3",T
113,1,4,7,F
113,1,5,7,F
113,1,"5 7 9",7,F
113,1,8,7,F
113,4,6,7,F
113,10,9,7,F
113,31,7,7,T
114,1,10,8,F
114,1,4,8,F
114,1,"5 6 7 8",8,F
114,2,5,8,F
114,4,7,8,F
114,41,8,8,T
115,1,"1 1",1,F
115,3,1.99,1,F
115,4,2,1,F
115,40,1,1,T
116,1,2.0,2,T
116,2,2.9,2,F
116,7,3,2,F
116,38,2,2,T
117,1,"no clue",4,F
117,15,5,4,F
117,33,4,4,T
118,1,1,4,F
118,1,"no clue",4,F
118,5,5,4,F
118,42,4,4,T
119,1,"",5,F
119,1,-251,5,F
119,1,nan,5,F
119,1,"need reference",5,F
119,1,"whatever 261 is in alphabet, i cannot recall",5,F
119,3,2,5,F
119,12,5,5,T
119,30,261,5,F
120,1,2,32,F
120,1,22,32,F
120,1,c,32,F
120,46,32,32,T
121,1,5,4,F
121,13,2,4,F
121,34,4,4,T
122,5,2,4,F
122,43,4,4,T
123,7,6,3,F
123,42,3,3,T
124,1,0,10,F
124,9,4,10,F
124,40,10,10,T
125,4,5,7,F
125,6,3,7,F
125,39,7,7,T
126,1,8,9,F
126,4,5,9,F
126,4,7,9,F
126,40,9,9,T
